Espagne | Data center / télécom / Software | Cellnex Telecom | https://www.cellnex.com | EUR 3.94 Md | FY2024 | https://www.cellnex.com/app/uploads/2025/02/20250226-PR-Cellnex-FY2024-Results.pdf | Large cap / groupe >1 Md | Leader européen des tours télécom, CA +6% 2024 (Cellnex FY2024)
Allemagne | Data center / télécom / Software | freenet AG | https://www.freenet.ag | EUR 2.48 Md | FY2024 | https://www.freenet.ag/en/investor-relations | Large cap / groupe >1 Md | CA +3,9% 2,48 Md€, EBITDA record 521 M€
Allemagne | Data center / télécom / Software | United Internet AG | https://www.united-internet.de | EUR 4.06 Md | FY2024 | https://www.united-internet.de/fileadmin/user_upload/United_Internet_Consolidated_Financial_Statements_FY_2024.pdf | Large cap / groupe >1 Md | CA 4,06 Md€, revenus services en hausse, rentable
Allemagne | Data center / télécom / Software | 1&1 AG | https://www.1und1.ag | EUR 4.04 Md | FY2024 | https://imagepool.1und1.ag/v2/download/berichte/1und1-AG_GB-2024_EN.pdf | Large cap / groupe >1 Md | CA ~4 Md€, déploiement réseau mobile propre (1 source)
Autriche | Data center / télécom / Software | Telekom Austria (A1 Group) | https://www.a1.group | EUR 5.32 Md | FY2024 | https://a1.group/wp-content/uploads/sites/6/2025/03/Telekom-Austria-AG_results-report-2024-2.pdf | Large cap / groupe >1 Md | CA +3,0% 5,32 Md€, rentable en croissance
Grèce | Data center / télécom / Software | OTE (Hellenic Telecommunications) | https://www.cosmote.gr | EUR 3.6 Md | FY2024 | https://www.ote.gr/en/investor-relations | Large cap / groupe >1 Md | Leader télécom grec (groupe DT), CA ~3,6 Md€, rentable (1 source, à croiser)
Arabie saoudite | Data center / télécom / Software | stc Group (Saudi Telecom) | https://www.stc.com | USD 20.2 Md | FY2024 | https://www.stc.com/content/dam/groupsites/en/pdf/earnings-presentation2024en.pdf | Large cap / groupe >1 Md | CA +5,7% 75,9 Md SAR, net +86%, 1er opérateur MENA
Émirats arabes unis | Data center / télécom / Software | e& (Emirates Telecom Group) | https://www.eand.com | AED 59.2 Md | FY2024 | https://www.prnewswire.com/news-releases/e-delivers-record-revenue-and-net-profit-in-fy-2024-growing-consolidated-revenue-10-1-to-aed-59-2-billion-302385088.html | Large cap / groupe >1 Md | CA record +10,1% 59,2 Md AED (~14,5 Md€)
Inde | Data center / télécom / Software | Bharti Airtel | https://www.airtel.in | USD ~18 Md | FY2024 | https://www.airtel.in/about-bharti/equity/results | Large cap / groupe >1 Md | CA >1,5 trillion INR (~18 Md€), +8%, profit en hausse
Japon | Data center / télécom / Software | KDDI | https://www.kddi.com | JPY 5 754 Md | FY2024 | https://www.kddi.com/english/corporate/ir/ | Large cap / groupe >1 Md | CA 5,75 trillions JPY (~35 Md€), opérateur majeur (1 source, à croiser)
Corée du Sud | Data center / télécom / Software | SK Telecom | https://www.sktelecom.com | KRW 17 940 Md | FY2024 | https://www.sktelecom.com/en/press/press_detail.do?idx=1631 | Large cap / groupe >1 Md | CA 17,94 trillions KRW (~12 Md€), opérateur leader
Indonésie | Data center / télécom / Software | Telkom Indonesia | https://www.telkom.co.id | USD 9.32 Md | FY2024 | https://www.macrotrends.net/stocks/charts/TLK/pt-telekomunikasi-indonesia,-tbk/revenue | Large cap / groupe >1 Md | CA 9,32 Md$, opérateur dominant, très rentable
Mexique | Data center / télécom / Software | América Móvil | https://www.americamovil.com | USD 47.7 Md | FY2024 | https://www.macrotrends.net/stocks/charts/AMX/america-movil,-sab-de-cv/revenue | Large cap / groupe >1 Md | CA 47,7 Md$, 323 M abonnés, croissance forte
Brésil | Data center / télécom / Software | Telefônica Brasil (Vivo) | https://www.telefonica.com.br | USD 10.35 Md | FY2024 | https://www.macrotrends.net/stocks/charts/VIV/telefonica-brasil-sa/revenue | Large cap / groupe >1 Md | CA ~10,4 Md$, postpayé en forte croissance, net +10%
Luxembourg | Data center / télécom / Software | Millicom (Tigo) | https://www.millicom.com | USD ~5.6 Md | FY2024 | https://www.millicom.com/results/q4-2024-results | Large cap / groupe >1 Md | Leader Amérique latine, >46 M clients (1 source, à croiser)
États-Unis | Data center / télécom / Software | Arista Networks | https://www.arista.com | USD 7.0 Md | FY2024 | https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2025/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2024-Financial-Results/ | Large cap / groupe >1 Md | CA +19,5% 7,0 Md$, équipements réseau data center
États-Unis | Data center / télécom / Software | Juniper Networks | https://www.juniper.net | USD ~5.0 Md | FY2024 | https://www.sec.gov/Archives/edgar/data/0001043604/000104360424000152/jnpr-20240930ex991.htm | Large cap / groupe >1 Md | Équipementier réseau (WAN, data center), solide (1 source, à croiser)
États-Unis | Data center / télécom / Software | Ciena | https://www.ciena.com | USD 4.01 Md | FY2024 | https://www.sec.gov/Archives/edgar/data/0000936395/000093639524000037/ex9912024q4earningspressre.htm | Large cap / groupe >1 Md | Équipementier réseaux optiques, CA 4,01 Md$, rentable
États-Unis | Data center / télécom / Software | Akamai Technologies | https://www.akamai.com | USD ~3.99 Md | FY2024 | https://www.akamai.com/newsroom | Large cap / groupe >1 Md | Leader CDN et edge/sécurité, croissance ~7%, rentable (1 source, à croiser)
États-Unis | Data center / télécom / Software | NetApp | https://www.netapp.com | USD 6.27 Md | FY2024 | https://www.sec.gov/Archives/edgar/data/0001002047/000095017024066567/ntap-ex99_1.htm | Large cap / groupe >1 Md | Stockage data/infra cloud, CA 6,27 Md$, rentable
États-Unis | Data center / télécom / Software | F5, Inc. | https://www.f5.com | USD 2.82 Md | FY2024 | https://www.f5.com/company/news/press-releases/earnings-q4-fy24 | Large cap / groupe >1 Md | Logiciels distribution/sécurité applicative, croissance software
États-Unis | Data center / télécom / Software | Pure Storage | https://www.purestorage.com | USD 2.8 Md | FY2024 | https://www.sec.gov/Archives/edgar/data/0001474432/000162828024007577/pstg-ex991q4fy2024.htm | Large cap / groupe >1 Md | Stockage flash data center, CA +3%
États-Unis | Data center / télécom / Software | Nutanix | https://www.nutanix.com | USD 2.15 Md | FY2024 | https://ir.nutanix.com/company/press-releases | Large cap / groupe >1 Md | Logiciels infra cloud hybride, CA 2,15 Md$, croissance
Chine | Data center / télécom / Software | GDS Holdings | https://www.gds-services.com | USD ~1.46 Md | FY2024 | https://investors.gds-services.com/news-releases/news-release-details/gds-holdings-limited-reports-fourth-quarter-and-full-year-2024 | Large cap / groupe >1 Md | Opérateur data centers coté, CA +9% T4, demande IA (1 source)
